title,year,distributor,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
Bride Wars,2009,Dune Entertainment,114663461,84663461,137596153.25503847,101596153.24063846,15288461.466666667,30000000,36000000.0144
My Bloody Valentine,2009,Lionsgate,100734718,85734718,120881661.64835267,102881661.64115267,13431295.733333332,15000000,18000000.0072
Battle in Seattle,2007,Insight Film Studios,908847,-7091153,1125239.1424284803,-8779522.75856018,132099.85465116278,8000000,9904761.900988663
Underworld: Rise of the Lycans,2009,Lakeshore Entertainment,91353501,56353501,109624201.24384968,67624201.22704968,12180466.8,35000000,42000000.0168
Inkheart,2008,New Line Cinema,57490374,-2509626,68724125.20346254,-3000012.6879999926,8007015.877437326,60000000,71724137.89146253
The Lazarus Project,2008,Be Good Productions,558000,-9192000,667034.4823906017,-10988137.924972061,77715.87743732591,9750000,11655172.407362662
Paul Blart: Mall Cop,2009,Columbia Pictures,183293131,157293131,219951757.2879807,188751757.2755007,24439084.133333333,26000000,31200000.01248
The Unborn,2009,Rogue Pictures,76514050,60514050,91816860.03672674,72616860.02904674,10201873.333333334,16000000,19200000.00768
Outlander,2008,Ascendant Pictures,7033683,-42966317,8408080.822947266,-51362034.086604856,979621.5877437326,50000000,59770114.90955212
Go Go Tales,2007,Surreel,907456,-3092544,1123516.951952946,-3828863.998541385,131897.67441860464,4000000,4952380.950494331
The Grudge 3,2009,Ghost House Pictures,38610009,33610009,46332010.8185328,40332010.816132806,5148001.2,5000000,6000000.0024
Coraline,2009,Focus Features,124596398,64596398,149515677.65980628,77515677.63100627,16612853.066666666,60000000,72000000.0288
Push,2009,Icon Productions,45465299,7465299,54558358.82182334,8958358.803583343,6062039.866666666,38000000,45600000.01824
The International,2009,Studio Babelsberg,60161391,10161391,72193669.22887747,12193669.204877468,8021518.8,50000000,60000000.024
Two Lovers,2008,2929 Productions,3148182,-8851818,3763343.997923672,-10581483.580368835,438465.4596100279,12000000,14344827.578292508
He's Just Not That Into You,2009,New Line Cinema,177259441,137259441,212711329.28508452,164711329.26588452,23634592.133333333,40000000,48000000.0192
Hotel for Dogs,2009,DreamWorks SKG,73034460,38034460,87641352.03505655,45641352.01825654,9737928,35000000,42000000.0168
Funny People,2009,Columbia Pictures,61458982,-13541018,73750778.42950031,-16249221.606499689,8194530.933333334,75000000,90000000.036
Street Fighter: The Legend of Chun-Li,2009,Twentieth Century Fox Film Corporation,12764201,-37235799,15317041.206126817,-44682958.81787318,1701893.4666666666,50000000,60000000.024
Away We Go,2009,Neal Street Productions,14899417,-2100583,17879300.40715172,-2520699.6010082797,1986588.9333333333,17000000,20400000.00816
Friday the 13th,2009,New Line Cinema,91379051,72379051,109654861.24386194,86854861.23474194,12183873.466666667,19000000,22800000.00912
Rock-A-Doodle,1991,Goldcrest Films International,11657385,-6342615,22043055.26631475,-11993308.360147402,2815793.4782608696,18000000,34036363.62646215
"I Love You, Man",2009,The Montecito Picture Company,91636986,50636986,109964383.24398576,60764383.22430575,12218264.8,41000000,49200000.01968
Duplicity,2009,Universal Pictures,60000000,-18146652,72000000.0288,-21775982.408710394,8000000,78146652,93775982.43751039
Knowing,2009,Summit Entertainment,155446362,105446362,186535634.47461426,126535634.45061426,20726181.6,50000000,60000000.024
Sunshine Cleaning,2008,Back Lot Pictures,16174377,11174377,19334887.43760834,13357875.946653126,2252698.7465181057,5000000,5977011.490955212
Monsters vs Aliens,2009,DreamWorks Animation,381509870,206509870,457811844.1831247,247811844.09912473,50867982.666666664,175000000,210000000.084
Adventureland,2009,Miramax Films,17164377,7664377,20597252.4082389,9197252.403678901,2288583.6,9500000,11400000.00456
Confessions of a Shopaholic,2009,Jerry Bruckheimer Films,108332743,68332743,129999291.65199971,81999291.63279971,14444365.733333332,40000000,48000000.0192
Fast & Furious,2009,Universal Pictures,363164265,278164265,435797118.17431885,333797118.1335188,48421902,85000000,102000000.0408
The Boat That Rocked,2009,Universal Pictures,36348784,-13651216,43618540.81744742,-16381459.206552584,4846504.533333333,50000000,60000000.024
17 Again,2009,New Line Cinema,136267476,116267476,163520971.2654084,139520971.25580838,18168996.8,20000000,24000000.0096
Inglourious Basterds,2009,Universal Pictures,319131050,249131050,382957260.1531829,298957260.1195829,42550806.666666664,70000000,84000000.0336
State of Play,2009,Universal Pictures,87784194,27784194,105341032.84213641,33341032.813336413,11704559.2,60000000,72000000.0288
Crank: High Voltage,2009,Lakeshore Entertainment,34560577,14560577,41472692.416589074,17472692.406989075,4608076.933333334,20000000,24000000.0096
Moon,2009,Liberty Films UK,9760104,4760104,11712124.80468485,5712124.80228485,1301347.2,5000000,6000000.0024
The Young Victoria,2009,GK Films,27409889,-7590111,32891866.813156746,-9108133.203643253,3654651.8666666667,35000000,42000000.0168
The Informers,2008,Senator Entertainment Co,382174,-17617826,456851.6779088634,-21060389.6895299,53227.57660167131,18000000,21517241.367438763
X-Men Origins: Wolverine,2009,Ingenious Film Partners,373062864,223062864,447675436.9790702,267675436.90707016,49741715.2,150000000,180000000.072
The Girlfriend Experience,2009,2929 Productions,1007962,-692038,1209554.4004838218,-830445.6003321782,134394.93333333332,1700000,2040000.000816
Star Trek,2009,Paramount Pictures,385680446,235680446,462816535.3851266,282816535.3131266,51424059.46666667,150000000,180000000.072
S. Darko,2009,Newmarket Capital Group,4100000,100000,4920000.001968,120000.000048,546666.6666666666,4000000,4800000.00192
Earth,2007,Gaumont,109000000,94000000,134952380.90097052,116380952.33661677,15843023.255813954,15000000,18571428.56435374
Crossing Over,2009,"Kennedy/Marshall Company, The",1037335,-23962665,1244802.0004979207,-28755198.01150208,138311.33333333334,25000000,30000000.012
Angels & Demons,2009,Columbia Pictures,356613439,206613439,427936126.9711744,247936126.89917445,47548458.53333333,150000000,180000000.072
Terminator Salvation,2009,Columbia Pictures,371353001,171353001,445623601.3782494,205623601.28224945,49513733.46666667,200000000,240000000.096
Night at the Museum: Battle of the Smithsonian,2009,Twentieth Century Fox Film Corporation,413106170,263106170,495727404.19829094,315727404.126291,55080822.666666664,150000000,180000000.072
The Brothers Bloom,2008,The Weinstein Company,5530764,-14469236,6611487.996352282,-17296557.967468563,770301.3927576602,20000000,23908045.96382085
The Soloist,2009,DreamWorks,31720158,-28279842,38064189.61522567,-33935810.41357432,4229354.4,60000000,72000000.0288
The Last House on the Left,2009,Rogue Pictures,32721635,17721635,39265962.01570638,21265962.008506384,4362884.666666667,15000000,18000000.0072
Drag Me to Hell,2009,Universal Pictures,90810892,60810892,108973070.44358923,72973070.42918922,12108118.933333334,30000000,36000000.0144
Up,2009,Pixar Animation Studios,735099082,560099082,882118898.7528476,672118898.6688476,98013210.93333334,175000000,210000000.084
Fired Up!,2009,Screen Gems,18599102,-1400898,22318922.408927567,-1681077.600672431,2479880.2666666666,20000000,24000000.0096
The Hangover,2009,Legendary Pictures,459270619,424270619,551124743.0204499,509124743.0036499,61236082.53333333,35000000,42000000.0168
New in Town,2009,Lionsgate,29010817,21010817,34812980.41392519,25212980.41008519,3868108.933333333,8000000,9600000.00384
Land of the Lost,2009,Universal Pictures,68688831,-31311169,82426597.23297064,-37573402.81502936,9158510.8,100000000,120000000.048
The Taking of Pelham 1 2 3,2009,Columbia Pictures,150166126,50166126,180199351.27207974,60199351.22407974,20022150.133333333,100000000,120000000.048
The Proposal,2009,Touchstone Pictures,317375031,277375031,380850037.35234,332850037.33314,42316670.8,40000000,48000000.0192
Year One,2009,Columbia Pictures,62357900,2357900,74829480.0299318,2829480.001131792,8314386.666666667,60000000,72000000.0288
The Hurt Locker,2008,Summit Entertainment,42000000,27000000,50206896.52402378,32275862.051158145,5849582.17270195,15000000,17931034.472865634
Transformers: Revenge of the Fallen,2009,Paramount Pictures,836297228,686297228,1003556674.0014226,823556673.9294226,111506297.06666666,150000000,180000000.072
Whatever Works,2009,Sony Pictures Classics,35097815,20097815,42117378.01684695,24117378.009646952,4679708.666666667,15000000,18000000.0072
Public Enemies,2009,Universal Pictures,214104620,134104620,256925544.1027702,160925544.06437021,28547282.666666668,80000000,96000000.0384
Ice Age: Dawn of the Dinosaurs,2009,Blue Sky Studios,886686817,796686817,1064024180.8256097,956024180.7824097,118224908.93333334,90000000,108000000.0432
Night Of The Living Dead 3D,2007,Lux Digital Pictures,1449945,-1550055,1795169.9993161256,-1919115.7135546226,210747.81976744186,3000000,3714285.7128707482
My Sister's Keeper,2009,Mark Johnson Productions,95714875,65714875,114857850.04594314,78857850.03154314,12761983.333333334,30000000,36000000.0144
(500) Days of Summer,2009,Fox Searchlight Pictures,60722734,53222734,72867280.8291469,63867280.82554691,8096364.533333333,7500000,9000000.0036
Harry Potter and the Half-Blood Prince,2009,Warner Bros.,933959197,683959197,1120751036.8483005,820751036.7283005,124527892.93333334,250000000,300000000.12
The Imaginarium of Doctor Parnassus,2009,Infinity Features Entertainment,64352607,34352607,77223128.43088925,41223128.41648925,8580347.6,30000000,36000000.0144
Chéri,2009,Pathé Renn Productions,9366227,-13633773,11239472.404495789,-16360527.606544212,1248830.2666666666,23000000,27600000.01104
Orphan,2009,Dark Castle Entertainment,41596251,21596251,49915501.2199662,25915501.2103662,5546166.8,20000000,24000000.0096
The Ugly Truth,2009,Lakeshore Entertainment,205298907,167298907,246358688.49854347,200758688.48030347,27373187.6,38000000,45600000.01824
The Collector,2009,Fortress Features,114000000,110600000,136800000.05471998,132720000.053088,15200000,3400000,4080000.001632
A Perfect Getaway,2009,Davis Entertainment,22852638,8852638,27423165.610969268,10623165.604249267,3047018.4,14000000,16800000.00672
Aliens in the Attic,2009,Twentieth Century Fox Film Corporation,57881056,12881056,69457267.2277829,15457267.206182906,7717474.133333334,45000000,54000000.0216
District 9,2009,WingNut Films,210819611,180819611,252983533.30119342,216983533.2867934,28109281.466666665,30000000,36000000.0144
Julie & Julia,2009,Columbia Pictures,129540499,89540499,155448598.86217943,107448598.84297943,17272066.533333335,40000000,48000000.0192
Obsessed,2009,Sony Pictures,73830340,53830340,88596408.03543857,64596408.02583856,9844045.333333334,20000000,24000000.0096
Race to Witch Mountain,2009,Walt Disney Pictures,106303988,56303988,127564785.6510259,67564785.62702592,14173865.066666666,50000000,60000000.024
Hannah Montana: The Movie,2009,Walt Disney Pictures,155545279,120545279,186654334.87466174,144654334.85786173,20739370.533333335,35000000,42000000.0168
G.I. Joe: The Rise of Cobra,2009,Paramount Pictures,302469017,127469017,362962820.54518515,152962820.46118513,40329202.266666666,175000000,210000000.084
12 Rounds,2009,The Mark Gordon Company,17280326,-2719674,20736391.208294556,-3263608.8013054435,2304043.466666667,20000000,24000000.0096
The Time Traveler's Wife,2009,New Line Cinema,101229792,62229792,121475750.4485903,74675750.429870293,13497305.6,39000000,46800000.01872
Bandslam,2009,Summit Entertainment,5210988,-14789012,6253185.602501274,-17746814.407098725,694798.4,20000000,24000000.0096
"I Love You, Beth Cooper",2009,Ingenious Film Partners,15345201,-2654799,18414241.207365695,-3185758.8012743033,2046026.8,18000000,21600000.00864
G-Force,2009,Walt Disney Pictures,292817841,142817841,351381409.34055257,171381409.26855257,39042378.8,150000000,180000000.072
The Secret of Moonacre,2008,South Pacific Pictures,7070330,-4929670,8451888.730969073,-5892938.847323435,984725.6267409471,12000000,14344827.578292508
Post Grad,2009,Dune Entertainment,6405245,-8594755,7686294.0030745175,-10313706.004125481,854032.6666666666,15000000,18000000.0072
My Life in Ruins,2009,Fox Searchlight Pictures,20455276,3455276,24546331.20981853,4146331.2016585325,2727370.1333333333,17000000,20400000.00816
9,2009,Focus Films,48428063,18428063,58113675.62324547,22113675.60884547,6457075.066666666,30000000,36000000.0144
Pandorum,2009,Impact Pictures,20645327,-12354673,24774392.409909755,-14825607.605930243,2752710.2666666666,33000000,39600000.01584
The Men Who Stare at Goats,2009,BBC Films,68729358,44729358,82475229.63299009,53675229.621470094,9163914.4,24000000,28800000.01152
Jennifer's Body,2009,Dune Entertainment,31556061,15556061,37867273.21514691,18667273.207466908,4207474.8,16000000,19200000.00768
The Informant!,2009,Section Eight,35424826,13424826,42509791.21700392,16109791.206443917,4723310.133333334,22000000,26400000.01056
Extract,2009,Miramax Films,10848783,2848783,13018539.605207415,3418539.601367416,1446504.4,8000000,9600000.00384
The Final Destination,2009,New Line Cinema,186167139,146167139,223400566.88936022,175400566.87016022,24822285.2,40000000,48000000.0192
Gamer,2009,Lakeshore Entertainment,40828540,-9171460,48994248.0195977,-11005752.0044023,5443805.333333333,50000000,60000000.024
Cloudy with a Chance of Meatballs,2009,Columbia Pictures,242988466,142988466,291586159.3166345,171586159.26863447,32398462.133333333,100000000,120000000.048
Battle for Terra,2007,MeniThings LLC,6101046,2101046,7553675.997122409,2601295.046628078,886779.9418604651,4000000,4952380.950494331
Love Happens,2009,Universal Pictures,36133014,18133014,43359616.817343846,21759616.808703847,4817735.2,18000000,21600000.00864
Bright Star,2009,BBC Films,4440055,-4059945,5328066.0021312265,-4871934.001948774,592007.3333333334,8500000,10200000.00408
World's Greatest Dad,2009,Magnolia Pictures,295750,-9704250,354900.00014196,-11645100.00465804,39433.333333333336,10000000,12000000.0048
Capitalism: A Love Story,2009,The Weinstein Company,17436509,-2563491,20923810.808369525,-3076189.2012304757,2324867.8666666667,20000000,24000000.0096
A Serious Man,2009,Mike Zoss Productions,31430334,24430334,37716400.81508656,29316400.81172656,4190711.2,7000000,8400000.00336
City Island,2009,Lucky Monkey Pictures,6670712,670712,8004854.403201941,804854.4003219417,889428.2666666667,6000000,7200000.00288
Whip It,2009,Dune Entertainment,16633035,1633035,19959642.007983856,1959642.0007838567,2217738,15000000,18000000.0072
The Invention of Lying,2009,Media Rights Capital,31912793,13412793,38295351.61531814,16095351.606438141,4255039.066666666,18500000,22200000.00888
Surrogates,2009,Touchstone Pictures,122444772,42444772,146933726.4587735,50933726.42037349,16325969.6,80000000,96000000.0384
Zombieland,2009,Columbia Pictures,102391382,78791382,122869658.44914787,94549658.43781987,13652184.266666668,23600000,28320000.011328
Sorority Row,2009,Summit Entertainment,27206120,14706120,32647344.013058938,17647344.007058937,3627482.6666666665,12500000,15000000.006
Whiteout,2009,StudioCanal,12206028,-27793972,14647233.605858894,-33352766.413341105,1627470.4,40000000,48000000.0192
